title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,title_zh,abstract_zh
In Situ Measurement of Oxygen Vacancy Dynamics and Surface Exchange Reactions in Oxide Electrode under Solid Electrochemical Cell Operating Conditions,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.70758?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-02-17 08:25:19 UTC,2026-02-17 08:25:19+00:00,10.1002/aenm.70758,"ABSTRACT
                  
                    Solid oxide electrochemical cells (SOCs) employ mixed ionic–electronic conducting (MIEC) perovskite electrodes, where electrochemical performance is dictated by the oxygen surface exchange coefficient (
                    k
                    ) and the concentration of oxygen vacancies (δ). Conventional methods evaluate
                    k
                    and δ separately and under conditions that do not reflect their coupled behavior during operation, offering only a partial picture of the underlying processes. Here we report an in situ methodology that simultaneously resolves
                    k
                    and δ under realistic SOC operating conditions, using a dense bulk electrode integrated with a solid electrolyte. An applied overpotential induces an abrupt drop in the oxygen chemical potential gradient, enabling direct analysis of defect chemistry and surface reaction kinetics. The extracted values are consistent with those obtained from established characterization methods, validating the accuracy of the approach. Beyond fundamental characterization, the platform captures dynamic evolutions in defect chemistry and reaction kinetics, providing mechanistic insights into electrode degradation.",crossref,0,,"在固体电化电池运行条件下,在氧化电极电极的氧化电极中,在Situ测量氧氧气气基的静量中,在氧化电极运行条件下,在氧化电极电极中,出现蒸汽动态和地表交换反应","ABSTRACT 固体氧化物电化学电池(SOCs)采用混合的离子-电子操作(MIEC) 渗透式电极,电化学性能取决于氧表面交换系数(k) 和氧浓度空缺() 。 常规方法分别评估 k 和 。 常规方法不反映操作过程中的组合行为,只提供基础过程的部分图解。 我们在此报告一种现场方法,在现实的SOC操作条件下,使用与固体电解法结合的密集散装电极同时解决 k 和 。"
Chiral Transcription on Achiral Carbon Dots by Linking with Chiral Histidine for pH‐Tunable Dual‐Mode Chiroptical Switch in Circular Dichroism and Circularly Polarized Luminescence,https://onlinelibrary.wiley.com/doi/10.1002/anie.4871915?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-17 08:26:15 UTC,2026-02-17 08:26:15+00:00,10.1002/anie.4871915,"ABSTRACT
                  Carbon dots (CDs) have garnered significant attention for developing stimuli‐responsive chiroptical nanomaterials. However, CDs featuring simultaneously reversible electronic circular dichroism (ECD) and intrinsic circularly polarized luminescence (CPL) have not yet been reported. Herein, we developed a novel kind of dual‐mode chiroptical switches based on achiral CDs through post‐modification with L‐/D‐histidine (L‐/D‐His). Through a mild amidation reaction, L‐/D‐His is not only covalently linked to the surface of CDs, but also closely attached to the luminescent centers via non‐covalent hydrogen‐bonding and π–π interactions, which facilitate efficient chiral transfer from L‐/D‐His to the luminescent centers of the CDs. Consequently, the chiral His‐modified achiral CDs (L‐/D‐His‐CDs) exhibit attractive chiroptical properties with both elegant ECD and intrinsic CPL across the entire visible spectrum. Intriguingly, the ECD and CPL signals of L‐/D‐His‐CDs can be reversibly switched to those of their enantiomers by alternating pH values between neutral and basic conditions. Our results indicate that the pH‐modulated protonation and deprotonation of imidazole directly modulate the surface non‐covalent interactions, triggering chiral conformational inversion and thereby enabling reversible ECD and CPL signals. This study establishes a facile strategy for the construction of stimuli‐responsive chiroptical switches from achiral CDs by rational chiral ligand modifications.",crossref,0,,"圆形分裂和圆极极化的圆形圆柱形裂缝中,通过与Chiral Histdine联系,为pH","ABSTACT碳点(CD)在开发刺激性活性手动纳米材料方面引起了极大关注,然而,尚未报告同时可逆电子循环异化(ECD)和固有的循环两极光化(CPL)的光盘。在此,我们开发了一种新型的双式手动手动手动开关,这种开关基于与LQ/Dhistedine(LQ/Dhistedine)的后方光碟。通过轻微的恐吓反应,LQ/DiHis不仅与CD表面有共鸣联系,而且还通过非covalent氢化和相互作用与发光中心密切相连,从而便利了LQ/DHis向CD的发光中心的有效传动。因此,LQ-Dhis对一个发光中心进行了修饰。"
Unveiling the Electrochemical Reactivity of Urethane Toward Different Bond Formations and Application to Polyurethane Deconstruction via C─N Bond Formation,https://onlinelibrary.wiley.com/doi/10.1002/anie.202523229?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-17 08:28:31 UTC,2026-02-17 08:28:31+00:00,10.1002/anie.202523229,"ABSTRACT
                  Plastics are essential, and their production is increasing. The rate of plastic recycling is extremely low, and end‐of‐life plastics are sent to landfills and oceans, which is alarming. Mechanical recycling is not a viable solution because it produces downgraded materials. Efficient methods for chemical recycling of plastics are essential. Polyurethane is a widely used plastic, and the presence of very stable carbamate functionality makes its recycling extremely difficult. Existing methods require expensive reagents and harsh reaction conditions, such as high temperature, high pressure, and precious metal catalysts such as iridium and ruthenium. Electrochemistry can potentially be used to develop sustainable methods that can operate under milder conditions using fewer reagents. We disclose that urethane serves as an efficient carbamoylation reagent under electrochemical conditions at lower temperatures to form C─N, C─P, and C─C bonds. This method works successfully to deconstruct commercially available polyurethane using different amines. Furthermore, the robustness of the method has been tested on daily life plastics made of polyurethane with additives, such as flexible tubing and mobile covers. This method has also been applied for polymer backbone editing by converting the urethane linkage to urea upon reaction with diamine.",crossref,0,,"通过 C-N 债券形式拆解聚氨乙烷的拆解,使Ur乙烷电化学反应稳定在不同的债券形式和对聚氨乙烷的不同应用中的电化学反应","ABSTACT塑料是必需的,而且其生产正在增加。塑料回收率极低,报废塑料被送往垃圾填埋场和海洋,这令人震惊。机械回收不是可行的解决办法,因为机械回收会产生降级材料。塑料的化学再循环方法至关重要。聚氨酯是一种广泛使用的塑料,由于存在非常稳定的氨基化合物功能,使其极难回收。现有方法需要昂贵的试剂和严酷的反应条件,如高温、高压和稀有金属催化剂,如和。可以使用电化学来开发可持续的方法,在更温和的条件下使用。"
Ultrastable Enantiomeric Tetrapod Cu30 Clusters With Near‐Infrared Circularly Polarized TADF,https://onlinelibrary.wiley.com/doi/10.1002/anie.6076409?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-17 08:29:12 UTC,2026-02-17 08:29:12+00:00,10.1002/anie.6076409,"ABSTRACT
                  
                    The development of stable Cu(I) clusters exhibiting near‐infrared circularly polarized luminescence (NIR CPL) presents a significant challenge. In addressing this challenge, we present the synthesis of ultrastable chiral
                    
                      R
                      /
                      S
                      ‐Cu
                      30
                    
                    clusters through a dual‐ligand strategy, which feature a tetrapod metal skeleton and represent the largest nuclearity Cu(I) cluster reported to exhibit NIR CPL. The
                    
                      R
                      /
                      S
                      ‐Cu
                      30
                    
                    structure is self‐assembled from five octahedral Cu
                    6
                    units.
                    
                      R
                      /
                      S
                      ‐Cu
                      30
                    
                    exhibits excellent NIR CPL with high quantum yields of 40% in solution, benefiting from the characteristic of stable structure and thermally activated delayed fluorescence (TADF), marking the first observation of NIR circularly polarized TADF within the Cu(I) cluster family. Due to the exceptional stability, solution processability and NIR CPL property of
                    
                      R
                      /
                      S
                      ‐Cu
                      30
                    
                    , the NIR‐CP light‐emitting diodes were fabricated and exhibited
                    g
                    EL
                    of +1.8/−2.1 × 10
                    −3
                    and an EQE of 8% with an emission wavelength of 732 nm. This study not only presents an enantiomeric pair of tetrapod‐like Cu
                    30
                    (I) clusters but also successfully addresses the intertwined challenges of stability, efficient NIR emission, and chiral luminescence in the design of copper clusters.",crossref,0,,近红外环圆极化TADF,"开发在红外循环两极化的环光(NIR CHPL)附近展示的稳定的Cu(I)集群是一个重大挑战,在应对这一挑战时,我们通过双层战略介绍超可变性R/S °Cu 30集群的合成情况,该集群具有四面金属骨骼特征,是据报告显示NIR CPL的最大核库(I)集群。"
Modular Access to Nitriles From Carbonyls via Deoxygenative Transformation With Polarity Inversion,https://onlinelibrary.wiley.com/doi/10.1002/anie.8039232?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-17 08:31:06 UTC,2026-02-17 08:31:06+00:00,10.1002/anie.8039232,"ABSTRACT
                  The C─O bond cleavage has always been a central challenge for deoxygenation due to high bond dissociation energies. Here, we develop a Lewis acid‐promoted polarity inversion strategy that enables a strong C─O bond cleavage and rapid access to nitriles from carbonyls. Its broad applicability, together with the nontoxic and mild conditions, underscores the highly modular nature of this method.",crossref,0,,"通过带极地反转的脱氧性转变,通过脱氧转化,从碳基中取取镍的模块","ABSTACT C-O 债券裂缝一直是因高联结分解能量而导致脱氧的主要挑战。 在这里,我们制定了刘易斯酸促进极地反向战略,使C-O 债券裂隙变得强大,并能够快速从碳基中获取硝酸铵。 其广泛适用性,加上无毒性和温和性条件,凸显了这一方法的高度模块化性质。"
Strategic Integration Between Trigonal Architecture Construction and Molecular Polarization Enhancement for Record SHG Effect in Selenates,https://onlinelibrary.wiley.com/doi/10.1002/anie.5862968?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-17 08:32:30 UTC,2026-02-17 08:32:30+00:00,10.1002/anie.5862968,"ABSTRACT
                  
                    Although possessing similar structural and electronic configurations with the tetrahedral nonlinear optical (NLO) active units, such as [SO
                    4
                    ], [PO
                    4
                    ] and so on, the development of selenates with [SeO
                    4
                    ] units have been long term hindered due to the lack of effective approaches to enhance polarizability and optical anisotropy. Here, a strategic integration between trigonal architecture construction and molecular polarization enhancement was proposed, which resulted in the discovery of an exceedingly performant selenate optical material, namely Hg
                    6
                    O
                    2
                    H(SeO
                    4
                    )
                    3
                    I
                    3
                    (
                    HSOI
                    ). This compound possess unique pseudo‐planar [Hg
                    3
                    OI
                    3
                    ] secondary building units (SBUs), which formed the cloverleaf‐shaped layer and further construct the sandwich structure with the polar [SeO
                    4
                    H] FBUs inserted between the layers. Notably,
                    HSOI
                    exhibits an exceptionally large second harmonic generation (SHG) response (14.6×KDP), achieving a new record that is 170% higher than the previous value of nonlinear metal selenates. Meanwhile, a record high birefringence of selenates (∼ 0.2) was also achieved in
                    HSOI
                    . Theoretical calculations were carried out to reveal its optical origins and provide new insights for further structure‐driven functional materials design.",crossref,0,,三边建筑建筑建设与分子极极化增强在谢林酸盐地区创纪录的 SHG效应之间的战略整合,"尽管拥有与四面非线性光学(NLO)活性单元,如[SO 4]、[PO 4]等类似的结构和电子配置,但由于缺乏提高极分性和光导反活性的有效方法,与[SeO 4]单元分离器的开发长期受到阻碍。"
CORRIGENDUM: Correction to “Colloidal Phase Control in Plasmonic Metal Oxide Nanocrystals via Competitive Metal‐Ligand Equilibria”,https://onlinelibrary.wiley.com/doi/10.1002/anie.8595061?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-17 08:33:40 UTC,2026-02-17 08:33:40+00:00,10.1002/anie.8595061,,,0,,CORRIGENDUM:更正为“通过竞争性金属(Ligond equiliblity)对等离子体金属氧化物纳米液晶体进行摄氏剂控制”,
A Constraining and Redox‐Active Aluminum Species With Diverse Reactivity,https://onlinelibrary.wiley.com/doi/10.1002/anie.202524691?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-17 08:34:54 UTC,2026-02-17 08:34:54+00:00,10.1002/anie.202524691,"ABSTRACT
                  
                    This work reports the synthesis, full characterization, and multifaceted reactivity of a highly reactive aluminum complex (
                    2
                    ·Et
                    2
                    O) supported by a sterically hindered, redox‐active pincer ligand. Characterization by X‐ray crystallography and spectroscopic methods confirmed its molecular structure, while Gutmann–Beckett studies and calculated fluoride ion affinity quantified its significant Lewis acidity. The reactivity profile of
                    2
                    ·Et
                    2
                    O is remarkably diverse: it undergoes facile photoinduced species formation, activates the O─H bond via metal–ligand cooperative heterolytic cleavage, and engages in redox reactions with substrates such as Ph
                    3
                    CCl and PhSSPh. Most notably,
                    2
                    ·Et
                    2
                    O demonstrates distinct selectivity in activating the C─I bond of iodoalkanes. This process proceeds via a kinetically favored or cooperative pathway, leading to alkyl group transfer to the ligand, rather than the thermodynamically preferred σ‐bond oxidative addition at the aluminum center. This study highlights how the synergy between an Al(III) center and a non‐innocent pincer ligand can unlock unique reaction manifolds, expanding the potential of main‐group elements in stoichiometric bond activation.",crossref,0,,具有不同反应力的集中和再毒活性铝物种,"本文报告高反应性铝复合体(2 / Et 2 O)的合成、全面定性和多维反应,并辅以受立体阻塞、分氧化活性针线的分解。 X-射线晶体学和光谱学方法的特征证实了其分子结构,而Gutmann-Beckett的研究和计算得出的氟化物离子测量了它重要的刘易酸性。 2 ° Et 2 O 的反反应特征非常不同:它经历光化光诱发物种形成过程,通过金属-直线与合作的热解晶片激活O-H联系。"
A Zincophilic and Negatively‐Charged Self‐Reconstructed Stratified Interface for Regulating Zn2+ Conduction and Nucleation Toward Conformal Dendrite‐Free Deposition,https://onlinelibrary.wiley.com/doi/10.1002/anie.202523653?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-17 08:36:42 UTC,2026-02-17 08:36:42+00:00,10.1002/anie.202523653,"ABSTRACT
                  
                    The practical deployment of aqueous Zn‐ion batteries (ZIBs) is hindered by poor cycling stability, a consequence of dendrite growth and side reactions originating from irregular Zn nucleation and sluggish Zn
                    2+
                    migration. Here, we construct a composite‐phase NaMgF
                    3
                    /Na
                    3
                    InF
                    6
                    nanocube interphase (NMIF@Zn) that undergoes dynamic in situ reconstruction during plating into a stratified architecture. This transformation generates a zincophilic inner layer via preferential In
                    3+
                    reduction, while the outer fluoride nanocubes retain a strong negative surface charge. The synergy between these reconstituted components and the nanocube matrix topology significantly enhances the interfacial electric double layer and creates unimpeded ion channels rich in zincophilic sites, collectively lowering the ion migration barrier and nucleation overpotential to enable conformal dendrite‐free deposition. Consequently, the NMIF@Zn symmetric cell achieves superior cycling stability for 2000 h at 3 mA cm
                    −2
                    /3 mAh cm
                    −2
                    , along with stable operation at a high depth of discharge of 81.9%. When paired with a MnO
                    2
                    cathode, the interphase‐optimized anode demonstrates excellent energy storage under high cathode loadings in both coin‐type and pouch‐cell configurations. This work establishes in situ interfacial conversion engineering as a powerful strategy to coordinately regulate ion flux and nucleation behavior, paving the way for durable Zn anodes in next‐generation energy storage.",crossref,0,,"用于监管Zn2+行为和 "" 形成正式的无拘束自由交存 "" 的 Zincoclicic 和负负充装自我重建的自制节制界面","水态 Znion 电池(ZIBs) 的实际部署因循环不稳定而受阻,这种不稳定的稳定性是扭曲性增长和来自非正核核和缓慢Zn 2+迁移的侧反应的结果。在这里,我们建造了一个复合型NAMgF 3/NA 3 /N 3 InF 6 纳米立方体(NMIFn),在形成一个分层结构的过程中进行动态现场重建。这种转变通过3+减幅优惠,产生了一个中层的锌化生物,而外氟纳米管则保持强烈的负值。"
Advancing N‐Type PbSe as Promising Candidates for Thermoelectric Cooling and Power Generation,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.70775?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-02-17 08:38:36 UTC,2026-02-17 08:38:36+00:00,10.1002/aenm.70775,"ABSTRACT
                  
                    PbSe crystals exhibit significant potential for development in thermoelectric cooling and power generation applications due to their high‐ranged thermoelectric performance. Herein, we achieve lattice plainification in n‐type PbSe crystals through Ge doping and additional Ge incorporation, leading to a
                    ZT
                    value of 0.7 at room temperature in n‐type Pb
                    0.993
                    Ge
                    0.007
                    Se+0.0015Ge crystals. The 7‐pair thermoelectric cooling device constructed by n‐type Pb
                    0.993
                    Ge
                    0.007
                    Se+0.0015Ge crystals and p‐type Bi
                    2
                    Te
                    3
                    alloys attains a peak temperature difference of 66.3 K with the hot‐side temperature of 343 K. Furthermore, the introduction of interstitial Cu enables a broad‐temperature‐range enhancement of thermoelectric performance. A high average
                    ZT
                    value of 1.07 can be obtained in Pb
                    0.993
                    Ge
                    0.007
                    Se+0.0015Ge+0.0012Cu crystal across the 303–673 K, as well as a single‐leg device exhibits a peak power generation efficiency of 8.7% under the temperature gradient of 423 K. This study elucidates the great potential of n‐type PbSe crystals in both thermoelectric cooling and power generation, thereby significantly advancing the practical implementation of this cost‐effective thermoelectric material.",crossref,0,,推进NType PbSe作为热电冷却和发电的有前景的候选人,"ABSTRACT PbSe 晶体由于其高转离热电性能,在热电冷却和发电应用方面表现出巨大的发展潜力。在这里,我们通过Ge doping和额外的Ge集成,在N类型Pb 0.993 Ge.0.007 Se+0.0015Ge晶体体体体体体体体体体温时,在N类型Pb 0.993 Ge. 007 Se+0.0015Ge晶体体体体和P2 Te 中,在N类型Pb 0.993 Ge. 007 Se+0.0015Ge晶体体体体和P2 Te制造的7pair热电冷却装置。"
Ion Mobility Engineering for Balanced Impedance Matching and Electromagnetic Loss,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202523331?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-17 08:38:58 UTC,2026-02-17 08:38:58+00:00,10.1002/adma.202523331,"ABSTRACT
                  Suppressing ionic motion in ionogels for the fabrication of unprecedented EMW absorbers remains an unexplored frontier, as researchers have predominantly focused on facilitating rather than inhibiting ion transport. Herein, a rational double‐network design strategy is developed to synthesize an ion motion‐suppressed ionogel with record‐high EMW absorption performance (minimum reflection loss −63.45 dB and 6.19 GHz bandwidth) that surpasses most ionogel absorbers. The double‐network is constructed via the entangled assembly of polymethyl methacrylate and poly(2‐acrylamido‐2‐methyl‐1‐propanesulfonic acid) (PAMPS) in 1‐ethyl‐3‐methylimidazolium methanesulfonate ionic liquids. Thanks to strong electrostatic interactions, ion motion is restrained by the PAMPS network, balancing impedance matching and dielectric loss under EM fields. The resultant ionogels demonstrate a minimum reflection loss of ‐63.45 dB at 1.8 mm and a broad effective absorption bandwidth of 6.19 GHz (fully covering the Ku‐band), both setting up new EMW absorption benchmarks among ionogels and their hybrids. Unlike emerging approaches that promote ionic conduction for loss, here we suppress ion mobility to optimize impedance matching, a paradigm shift in ionogel design. In essence, this work introduces a strategy to design high‐performance, multifunctional ionogels, paving the way for next‐generation flexible EMW absorbers in 5G/6G communications and wearable electronics.",crossref,0,,Ion 平衡障碍匹配和电磁损失流动工程,"用于制造史无前例的电磁电磁吸收器的离星体ABSTACT抑制离子体电磁运动的离子体电磁运动仍然是一个尚未探索的前沿,因为研究人员主要侧重于便利而不是抑制离子运输。在此,制定了合理的双网络设计战略,将离子运动压抑的离子凝胶与创纪录的高 EMW吸收性能(最小反射损耗-63.45 dB和6.19 GHz带宽)合成成合成电磁吸收器超过大多数离子凝吸收器。双网络是通过聚甲基甲基甲基甲基甲基甲基丙烯酸和聚(2--acrylamido%2-methymethy_1丙烷磺酸)(PAMPS)的缠合组合组建造的。由于强大的电静电相互作用,离子运动受到PAMPS网络的限制,"
Advancing the Landscape of RNAi Nanotherapeutics for Ischemic Heart Disease,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202523005?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-17 08:39:53 UTC,2026-02-17 08:39:53+00:00,10.1002/adma.202523005,"ABSTRACT
                  Ischemic heart disease (IHD) remains the foremost cause of mortality worldwide, characterized by extensive myocardial injury following infarction with limited regenerative capacity of the adult mammalian heart. RNA interference (RNAi) nanotechnology is revolutionizing cardiac therapy by leveraging the sequence‐oriented gene regulation that can overcome the obstacles hindering conventional therapeutic approaches. Here, we outline the evolving landscape of RNAi nanomedicine for cardiac repair, with an emphasis on therapeutic advances in myocardial infarction and atherosclerosis. We further discuss design considerations for constructing effective nanosystems, underscoring the critical principles by bridging mechanistic insights with material engineering. Finally, we delineate the translational pathway from bench to bedside, detailing current challenges and highlighting prospective opportunities for advancing RNAi therapeutics in cardiovascular therapy.",crossref,0,,推进RNAi Nanotheret 治疗缺化学心脏病的治疗性治疗疗法的景观,"ABSTRACT 缺血性心脏病(IHD)仍然是全世界死亡的首要原因,其特征是成年哺乳动物心脏再生能力有限,导致大面积的心肌损伤。RNA干扰(RNAi)纳米技术正在利用能够克服阻碍常规治疗方法的障碍的顺序式基因调节法,使心脏治疗革命。在这里,我们概述了用于心脏修复的RNAi纳米医疗的演变格局,重点是心肌梗塞和心血管硬化的治疗进步。我们进一步讨论了建设有效纳米系统的设计考虑,强调关键原则,将机械洞察与材料工程联系起来。最后,我们进一步讨论了将机械洞察与材料工程联系起来。"
Electrocatalytic C─N Coupling in Aqueous Solutions for High‐Value Product Synthesis,https://onlinelibrary.wiley.com/doi/10.1002/anie.202518370?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-17 08:41:17 UTC,2026-02-17 08:41:17+00:00,10.1002/anie.202518370,"ABSTRACT
                  
                    Organic nitrogen‐containing compounds, such as urea, amines, amides, and amino acids, play a crucial role in global biogeochemical cycles and industrial systems. Electrocatalytic C─N coupling, enabling reactions under mild conditions (room temperature/pressure) and utilizing a range of feedstocks (CO
                    2
                    , CO, N
                    2
                    , NO
                    3
                    −
                    , and NH
                    3
                    , etc.), has emerged as a sustainable alternative for the synthesis of these chemicals. Recent advancements in diversifying product scopes via C─N coupling methodologies have significantly enhanced reaction versatility and conversion efficiency. These developments enable novel reaction pathways while addressing critical challenges, such as slow kinetics (e.g., high bond dissociation energies in N≡N or C═O bonds) and competing reactions. This review comprehensively examines the progress in electrochemical C─N coupling, with a focus on reaction mechanisms across diverse systems and the advanced catalysts driving these transformations. Furthermore, we summarize the integrated electrolytic cell design to bridge laboratory‐scale breakthroughs with sustainable large‐scale production. By overcoming existing limitations, electrocatalytic synthesis holds the potential to transform chemical manufacturing while mitigating environmental impacts.",crossref,0,,高价值产品合成水溶液中的C-N结合,"ABSTACT 含有有机氮的化合物,如尿素、氨、氨和氨基酸,在全球生物地球化学循环和工业系统中发挥着关键作用。 电催化C-N结合,在温和条件下(室温/压力)利用一系列原料(CO 2、CO、N 2、NO 3-和NH 3,等等)进行辅助反应,已成为合成这些化学品的可持续替代品。"
Tailored Arylboronic Acid Derivatives Stabilize Perovskite Octahedron in Inverted Perovskite Solar Cells,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72592?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-17 08:41:36 UTC,2026-02-17 08:41:36+00:00,10.1002/adma.72592,"ABSTRACT
                  
                    The absence of halide ions in perovskite at the buried interface remains a critical factor restricting the stability in efficient inverted perovskite solar cells (PSCs), mainly due to the metastable perovskite lattice. Herein, through a systematic investigation of the bonding mechanisms between arylboronic acid derivatives and perovskite, designing 5‐fluoro‐6‐hydroxypyridin‐3‐ylboronic acid (FO‐PyBA) anchors robustly on the perovskite surface vacancies to reinforce the perovskite octahedron to stabilize the buried interface. The –B(OH)
                    2
                    and C ═ O groups in FO‐PyBA promote the concurrent formation of C ═ O─Pb and B─O─Pb coordination bonds alongside N─H···I and O─H···I hydrogen bonds, which establish a robust coplanar multidentate anchoring with perovskite to reinforce the octahedral framework. Crucially, this more stable multidentate anchoring is enabled by precisely tailoring the interatomic distances of anchoring sites in derivatives to match the defect sites of perovskite. The FO‐PyBA effectively suppresses Pb/I vacancy defects and iodine ions migration to reduce interfacial nonradiative recombination. Consequently, it enabled inverted PSCs achieving a champion efficiency of 26.85% (certificated 26.70%) and maintained 94% of its initial efficiencies after 1000 h of operating under one‐sun illumination in N
                    2
                    .",crossref,0,,在倒置的Perovskite太阳能电池中稳定Perovskite Octahidron,"在掩埋的界面中,百草枯中缺乏卤化离子,这仍然是一个关键因素,限制了高效倒转的百草枯太阳能电池(PSC)的稳定性,这主要是由于元稳定密闭。 由此,通过系统调查丙烯酸衍生物与百草枯之间的联结机制,设计了5-氟-6-羟基丙基丁基3-乙酸(FOPYBA)紧紧固定在百草枯表面的空隙上,以强化百草枯八面以稳定埋埋的界面。 FOPYBA中的-B(OH) 2和C O组推动与N-H-I和O-H-I氢联并存的C O-Pb和B-O-OPb协调纽带的同时形成,从而建立了一个 r-H-I氢联结。"
Efficient Organic‐Inorganic Sn4+‐Based Halide Phosphorescent Scintillators Enabled by Enhanced Triplet Exciton Utilization and Excited Energy Level Regulation,https://onlinelibrary.wiley.com/doi/10.1002/anie.202524854?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-17 08:45:57 UTC,2026-02-17 08:45:57+00:00,10.1002/anie.202524854,"ABSTRACT
                  
                    Despite remarkable X‐ray scintillation performance of inorganic or organic crystal materials, their practical application is often hindered by poor processability, weak X‐ray absorption, and/or inefficient exciton utilization. Developing organic‐inorganic hybrid metal‐halide phosphorescent scintillators is thus of vital importance for X‐ray imaging applications, yet remains scarcely explored. Herein, we report a series of organic‐inorganic hybrid Sn
                    4+
                    ‐based metal halides, designated as 3PP(
                    R
                    )‐Sn‐Cl (
                    R
                    = H, F1, F2, Cl, Br), which exhibit efficient fluorescence, thermally activated delayed fluorescence (TADF), and room‐temperature phosphorescence (RTP) tailored through the substituent “
                    R
                    ”. Multiple weak intermolecular interactions and strategic variation of the “
                    R
                    ” group effectively modulate molecular stacking and excited‐state dynamics, thereby boosting X‐ray absorption and triplet exciton utilization. As a result, 3PP()‐Sn‐Cl achieves a record RTP efficiency of 79.1% and a long lifetime of 164.4 ms, the highest values reported to date for undoped Sn
                    4+
                    ‐based halides. Furthermore, we demonstrate multilevel information encryption applications leveraging the highly sensitive thermochromism properties of 3PP(
                    R
                    )‐Sn‐Cl. More importantly, benefiting from strong heavy‐atom‐effect and efficient triplet exciton utilization, 3PP(
                    Br
                    )‐Sn‐Cl exhibits a high light yield of 31213.3 photons MeV
                    −1
                    and a low detection limit of 328.2 nGy/s under X‐ray irradiation, enabling efficient radiography with a spatial resolution over 14.0 lp mm
                    −1
                    . This work for the first time demonstrates Sn
                    4+
                    ‐based metal halides as high‐performance scintillators for next‐generation X‐ray imaging technologies.",crossref,0,,增强的三轮三轮驱动Exciton利用和刺激能源水平监管所增强的高效有机无机 Sn4基于的卤化氢磷光荧光荧光器,"ABSTACT 尽管无机或有机水晶材料的X-射线闪烁性表现显著,但其实际应用往往因处理能力差、X-射线吸收力弱和/或刺激利用效率低而受阻。因此,开发有机有机的有机有机有机混合金属-卤化磷荧光荧光荧光点对X-射光成像应用至关重要,但仍很少进行探索。我们在此报告了一系列有机的无机混合Sn 4+基金属卤化物,称为3PP(R)SnCl(R=H,F1,F2,Cl,B),显示高效的荧光、热能延迟的荧光度(TADF)和室状。"
2D Vanadium Carbide/Oxide Heterostructure‐Based Artificial Sensory Neuron for Multi‐Color Near‐Infrared Object Recognition (Adv. Mater. 10/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72276?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-17 09:48:24 UTC,2026-02-17 09:48:24+00:00,10.1002/adma.72276,,,0,,"2D 以人工感应神经元为基础,用于识别多子焦近红外物体识别(Adv. Mater. 10/2026)",
Revealing How Acid Sites Enhance the Electrocatalytic Glycerol Oxidation Performance on Pt Loaded Zeolite‐Carbon Composite Materials (Adv. Mater. 10/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72274?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-17 09:48:24 UTC,2026-02-17 09:48:24+00:00,10.1002/adma.72274,,,0,,蒸发酸点如何增强在装载的热立硫碳化复合材料上的电催化甘油溶解氧化性能(Adv. Mater. 10/2026),
3D Hierarchical Twists in Polar Fluids: Chirality Regulation by Ultralow Electric Field (Adv. Mater. 10/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72277?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-17 09:48:24 UTC,2026-02-17 09:48:24+00:00,10.1002/adma.72277,,,0,,3D 极地流体中的等级轮廓:超端电场的等级管理(Adv. Mater. 10/2026),
